"","X","GroupNumber","unique_ID","dif_blue","dif_blue_abs","chosen_leader","Leader_gender","Follower_gender","skill_dif","skill_dif_c","confidence","leader_behaviour","Sensitivity_roll","Gender","answer","Trial","Subject"
"8299",8299,32,"32_9ce421d8",4,4,"Right_lead",0,1,0.584439436685982,-0.415560563314018,-1,1,0.109677807048345,"Male",0,23,"9ce421d8"
"8300",8300,32,"32_9ce421d8",4,4,"Right_lead",0,1,0.378623606989239,-0.621376393010761,-1,1,0.0716506121321124,"Male",0,24,"9ce421d8"
"8305",8305,32,"32_9ce421d8",-4,4,"Right_lead",0,1,0.665010617836705,-0.334989382163295,-1,1,0.0857936661292909,"Male",0,29,"9ce421d8"
"8311",8311,32,"32_9ce421d8",3,3,"Right_lead",0,1,0.91616616336337,-0.0838338366366302,-1,1,0.129984753818816,"Male",0,34,"9ce421d8"
"8322",8322,32,"32_9ce421d8",-4,4,"Right_lead",0,1,1.2656224002019,0.265622400201905,-1,1,0.148793739321706,"Male",0,44,"9ce421d8"
"8326",8326,32,"32_9ce421d8",3,3,"Right_lead",0,1,1.3821738899721,0.382173889972098,1,1,0.167716220363449,"Male",1,48,"9ce421d8"
"8329",8329,32,"32_9ce421d8",-1,1,"Right_lead",0,1,1.38843393300846,0.388433933008461,-1,0,0.165742649711945,"Male",0,50,"9ce421d8"
"8338",8338,32,"32_9ce421d8",-3,3,"Right_lead",0,1,0.902579017722748,-0.097420982277252,1,1,0.174703008552948,"Male",1,59,"9ce421d8"
"8345",8345,32,"32_9ce421d8",-2,2,"Right_lead",0,1,0.783339686740323,-0.216660313259677,1,1,0.156277593154775,"Male",1,65,"9ce421d8"
"8347",8347,32,"32_9ce421d8",4,4,"Right_lead",0,1,0.746491581864567,-0.253508418135433,-1,1,0.129336669980795,"Male",0,67,"9ce421d8"
"8349",8349,32,"32_9ce421d8",2,2,"Right_lead",0,1,0.78807732620715,-0.21192267379285,-1,1,0.13189254524222,"Male",0,69,"9ce421d8"
"8351",8351,32,"32_9ce421d8",4,4,"Right_lead",0,1,0.7185386776138,-0.2814613223862,-1,1,0.13047963423428,"Male",0,70,"9ce421d8"
"8368",8368,32,"32_9ce421d8",1,1,"Right_lead",0,1,0.971680064438469,-0.028319935561531,-1,1,0.123975149300885,"Male",0,86,"9ce421d8"
"8370",8370,32,"32_9ce421d8",-4,4,"Right_lead",0,1,1.18964931892647,0.189649318926469,-1,1,0.144498230136974,"Male",0,88,"9ce421d8"
"8376",8376,32,"32_9ce421d8",-1,1,"Right_lead",0,1,1.04674730715646,0.0467473071564606,-1,1,0.196020956158299,"Male",0,93,"9ce421d8"
"8378",8378,32,"32_9ce421d8",-3,3,"Right_lead",0,1,1.09028186666684,0.0902818666668401,-1,1,0.221286575401101,"Male",0,95,"9ce421d8"
"8381",8381,32,"32_9ce421d8",2,2,"Right_lead",0,1,1.0135126777441,0.013512677744103,-1,1,0.220059582258618,"Male",0,98,"9ce421d8"
"8395",8395,33,"33_c7900ae2",-4,4,"Right_lead",0,1,0.812220258368633,-0.187779741631367,1,1,0.0883701961873876,"Male",1,11,"c7900ae2"
"8397",8397,33,"33_c7900ae2",3,3,"Right_lead",0,1,0.86228661438444,-0.13771338561556,-1,1,0.179528327882572,"Male",0,111,"c7900ae2"
"8405",8405,33,"33_c7900ae2",1,1,"Right_lead",0,1,0.905665594986695,-0.0943344050133055,-1,0,0.162824773416642,"Male",0,119,"c7900ae2"
"8410",8410,33,"33_c7900ae2",1,1,"Right_lead",0,1,0.980038215242159,-0.0199617847578406,1,1,0.198709332757647,"Male",1,123,"c7900ae2"
"8411",8411,33,"33_c7900ae2",-4,4,"Right_lead",0,1,0.944037048529485,-0.0559629514705149,1,1,0.198195203694489,"Male",1,124,"c7900ae2"
"8413",8413,33,"33_c7900ae2",-4,4,"Right_lead",0,1,0.969502027209472,-0.030497972790528,-1,1,0.168505234919827,"Male",0,126,"c7900ae2"
"8418",8418,33,"33_c7900ae2",-3,3,"Right_lead",0,1,0.90608497976737,-0.09391502023263,2,0,0.126806540184786,"Male",1,16,"c7900ae2"
"8419",8419,33,"33_c7900ae2",-4,4,"Right_lead",0,1,0.90955158819049,-0.09044841180951,1,0,0.117473591191898,"Male",1,17,"c7900ae2"
"8421",8421,33,"33_c7900ae2",-1,1,"Right_lead",0,1,0.947408004772807,-0.0525919952271934,2,0,0.132455224462814,"Male",1,19,"c7900ae2"
"8427",8427,33,"33_c7900ae2",-1,1,"Right_lead",0,1,1.56357708161431,0.563577081614306,-2,0,0.183120595783904,"Male",0,24,"c7900ae2"
"8431",8431,33,"33_c7900ae2",4,4,"Right_lead",0,1,1.22374918158825,0.223749181588246,1,0,0.167785924170681,"Male",1,28,"c7900ae2"
"8440",8440,33,"33_c7900ae2",-2,2,"Right_lead",0,1,1.0835034781312,0.0835034781311974,-1,1,0.173279841193226,"Male",0,36,"c7900ae2"
"8450",8450,33,"33_c7900ae2",-3,3,"Right_lead",0,1,0.884316969963124,-0.115683030036876,2,0,0.185958873249254,"Male",1,45,"c7900ae2"
"8457",8457,33,"33_c7900ae2",4,4,"Right_lead",0,1,0.836349857368947,-0.163650142631053,-1,0,0.114065701222991,"Male",0,51,"c7900ae2"
"8470",8470,33,"33_c7900ae2",-4,4,"Right_lead",0,1,0.836308578314598,-0.163691421685402,-1,1,0.161844557230593,"Male",0,63,"c7900ae2"
"8472",8472,33,"33_c7900ae2",-2,2,"Right_lead",0,1,0.823503974518358,-0.176496025481642,1,1,0.14824790533107,"Male",1,65,"c7900ae2"
"8474",8474,33,"33_c7900ae2",-3,3,"Right_lead",0,1,1.12397692864766,0.123976928647664,-1,1,0.157448752420486,"Male",0,67,"c7900ae2"
"8479",8479,33,"33_c7900ae2",-4,4,"Right_lead",0,1,1.083317499851,0.0833174998510049,-1,0,0.184097835140456,"Male",0,71,"c7900ae2"
"8480",8480,33,"33_c7900ae2",-2,2,"Right_lead",0,1,1.09403551909427,0.0940355190942701,-1,0,0.174676088783783,"Male",0,72,"c7900ae2"
"8484",8484,33,"33_c7900ae2",1,1,"Right_lead",0,1,0.99322108697282,-0.0067789130271797,-1,0,0.176560791885864,"Male",0,76,"c7900ae2"
"8486",8486,33,"33_c7900ae2",-1,1,"Right_lead",0,1,0.932363958549955,-0.0676360414500454,-1,1,0.175023373504017,"Male",0,78,"c7900ae2"
"8489",8489,33,"33_c7900ae2",-1,1,"Right_lead",0,1,1.04534736874066,0.045347368740658,-1,1,0.17021534133105,"Male",0,80,"c7900ae2"
"8490",8490,33,"33_c7900ae2",-2,2,"Right_lead",0,1,1.04703050334569,0.0470305033456861,-1,0,0.172875000608556,"Male",0,81,"c7900ae2"
"8492",8492,33,"33_c7900ae2",4,4,"Right_lead",0,1,1.18059669404492,0.180596694044922,1,0,0.195411788094648,"Male",1,83,"c7900ae2"
"8498",8498,33,"33_c7900ae2",4,4,"Right_lead",0,1,1.08831552308001,0.0883155230800141,-1,1,0.179683391652307,"Male",0,89,"c7900ae2"
"8502",8502,33,"33_c7900ae2",3,3,"Right_lead",0,1,1.01039682626243,0.0103968262624272,1,0,0.178105574087513,"Male",1,92,"c7900ae2"
"8517",8517,34,"34_baad7e60",3,3,"Right_lead",1,0,0.988276328440671,-0.0117236715593292,-1,0,0.207287965316512,"Female",0,105,"baad7e60"
"8530",8530,34,"34_baad7e60",-3,3,"Right_lead",1,0,1.04954805575634,0.0495480557563395,-1,0,0.174425332996228,"Female",0,117,"baad7e60"
"8535",8535,34,"34_baad7e60",1,1,"Right_lead",1,0,1.01207618123168,0.0120761812316796,-1,0,0.188517046563715,"Female",0,121,"baad7e60"
"8537",8537,34,"34_baad7e60",-3,3,"Right_lead",1,0,1.02625822301982,0.0262582230198245,-1,1,0.194516836386495,"Female",0,123,"baad7e60"
"8541",8541,34,"34_baad7e60",-3,3,"Right_lead",1,0,1.20774714791889,0.207747147918887,-1,0,0.195750670248691,"Female",0,127,"baad7e60"
"8542",8542,34,"34_baad7e60",2,2,"Right_lead",1,0,1.16704833880032,0.167048338800321,1,1,0.11788085709037,"Female",1,13,"baad7e60"
"8555",8555,34,"34_baad7e60",4,4,"Right_lead",1,0,1.68355515822931,0.683555158229312,2,0,0.207595803652482,"Female",1,25,"baad7e60"
"8572",8572,34,"34_baad7e60",-3,3,"Right_lead",1,0,1.17337383278853,0.173373832788531,1,0,0.182471783128713,"Female",1,40,"baad7e60"
"8574",8574,34,"34_baad7e60",2,2,"Right_lead",1,0,1.17616194636064,0.17616194636064,1,1,0.162270765345911,"Female",1,42,"baad7e60"
"8576",8576,34,"34_baad7e60",-4,4,"Right_lead",1,0,0.642324649516879,-0.357675350483121,2,0,0.119868564446696,"Female",1,44,"baad7e60"
"8583",8583,34,"34_baad7e60",-3,3,"Right_lead",1,0,0.937084355632253,-0.0629156443677468,1,0,0.128225047009522,"Female",1,50,"baad7e60"
"8587",8587,34,"34_baad7e60",3,3,"Right_lead",1,0,0.865859155792853,-0.134140844207147,-1,0,0.123929009170073,"Female",0,54,"baad7e60"
"8601",8601,34,"34_baad7e60",-4,4,"Right_lead",1,0,0.771488435237402,-0.228511564762598,2,0,0.0994202398186921,"Female",1,67,"baad7e60"
"8609",8609,34,"34_baad7e60",3,3,"Right_lead",1,0,0.887809958954433,-0.112190041045567,1,1,0.171344204679512,"Female",1,74,"baad7e60"
"8614",8614,34,"34_baad7e60",4,4,"Right_lead",1,0,1.01727628006788,0.0172762800678765,1,0,0.167999910971187,"Female",1,79,"baad7e60"
"8633",8633,34,"34_baad7e60",4,4,"Right_lead",1,0,1.13217254918859,0.13217254918859,1,1,0.216411805504939,"Female",1,96,"baad7e60"
"8635",8635,34,"34_baad7e60",-2,2,"Right_lead",1,0,1.07226245799734,0.0722624579973434,1,0,0.210860190517621,"Female",1,98,"baad7e60"
"8646",8646,35,"35_c7900ae2",4,4,"Right_lead",0,0,0.915356677678159,-0.0846433223218415,-1,1,0.235913955518536,"Male",0,107,"c7900ae2"
"8647",8647,35,"35_c7900ae2",1,1,"Right_lead",0,0,0.954944742896898,-0.0450552571031015,1,1,0.230416970976829,"Male",1,108,"c7900ae2"
"8670",8670,35,"35_c7900ae2",-2,2,"Right_lead",0,0,1.1559619434113,0.155961943411304,-1,1,0.156722857242853,"Male",0,14,"c7900ae2"
"8671",8671,35,"35_c7900ae2",-2,2,"Right_lead",0,0,1.05248959268588,0.0524895926858808,1,0,0.150381578352646,"Male",1,15,"c7900ae2"
"8679",8679,35,"35_c7900ae2",-3,3,"Right_lead",0,0,0.58506612499649,-0.41493387500351,1,0,0.107012192870323,"Male",1,22,"c7900ae2"
"8680",8680,35,"35_c7900ae2",-1,1,"Right_lead",0,0,0.387649947327238,-0.612350052672762,1,1,0.0819738572560051,"Male",1,23,"c7900ae2"
"8681",8681,35,"35_c7900ae2",3,3,"Right_lead",0,0,0.557330187043289,-0.442669812956711,1,1,0.106027557115849,"Male",1,24,"c7900ae2"
"8683",8683,35,"35_c7900ae2",-2,2,"Right_lead",0,0,0.594056550246119,-0.405943449753881,1,0,0.122270389953914,"Male",1,26,"c7900ae2"
"8685",8685,35,"35_c7900ae2",1,1,"Right_lead",0,0,1.11848480746551,0.11848480746551,1,0,0.14589712327012,"Male",1,28,"c7900ae2"
"8688",8688,35,"35_c7900ae2",2,2,"Right_lead",0,0,1.04121399884303,0.0412139988430327,1,0,0.121217534150815,"Male",1,30,"c7900ae2"
"8700",8700,35,"35_c7900ae2",-3,3,"Right_lead",0,0,0.655313717916346,-0.344686282083654,1,1,0.138915404554334,"Male",1,41,"c7900ae2"
"8703",8703,35,"35_c7900ae2",-3,3,"Right_lead",0,0,0.416646591555135,-0.583353408444865,1,1,0.0842214241430186,"Male",1,44,"c7900ae2"
"8708",8708,35,"35_c7900ae2",-2,2,"Right_lead",0,0,0.739148465523,-0.260851534477,1,0,0.104982263367518,"Male",1,49,"c7900ae2"
"8710",8710,35,"35_c7900ae2",-2,2,"Right_lead",0,0,0.750688472683932,-0.249311527316068,1,1,0.120156635070351,"Male",1,50,"c7900ae2"
"8712",8712,35,"35_c7900ae2",-3,3,"Right_lead",0,0,0.923511461286249,-0.0764885387137514,-1,1,0.119059229139715,"Male",0,52,"c7900ae2"
"8713",8713,35,"35_c7900ae2",3,3,"Right_lead",0,0,0.967294498123477,-0.0327055018765234,1,1,0.119571486951222,"Male",1,53,"c7900ae2"
"8716",8716,35,"35_c7900ae2",1,1,"Right_lead",0,0,1.15461898594403,0.154618985944025,1,1,0.163020844235699,"Male",1,56,"c7900ae2"
"8718",8718,35,"35_c7900ae2",-4,4,"Right_lead",0,0,1.16632516452442,0.166325164524422,1,1,0.167489611860505,"Male",1,58,"c7900ae2"
"8722",8722,35,"35_c7900ae2",-3,3,"Right_lead",0,0,1.22085183560152,0.220851835601515,-1,1,0.179578739591514,"Male",0,61,"c7900ae2"
"8724",8724,35,"35_c7900ae2",2,2,"Right_lead",0,0,1.05732274981463,0.0573227498146254,1,1,0.198540658966531,"Male",1,63,"c7900ae2"
"8730",8730,35,"35_c7900ae2",-2,2,"Right_lead",0,0,1.13107679896545,0.131076798965448,1,1,0.150351316278398,"Male",1,69,"c7900ae2"
"8740",8740,35,"35_c7900ae2",-4,4,"Right_lead",0,0,1.02710021027077,0.0271002102707729,-1,0,0.18897489585018,"Male",0,78,"c7900ae2"
"8743",8743,35,"35_c7900ae2",1,1,"Right_lead",0,0,1.00814864989334,0.00814864989333786,-1,1,0.17288734252528,"Male",0,80,"c7900ae2"
"8748",8748,35,"35_c7900ae2",2,2,"Right_lead",0,0,1.04827814657479,0.0482781465747866,-1,1,0.180052669659547,"Male",0,85,"c7900ae2"
"8749",8749,35,"35_c7900ae2",3,3,"Right_lead",0,0,0.999748517863347,-0.000251482136652603,-1,1,0.169580018659856,"Male",0,86,"c7900ae2"
"8765",8765,36,"36_baad7e60",-3,3,"Right_lead",1,1,1.80005739209566,0.800057392095663,-2,0,0.131860351655167,"Female",0,10,"baad7e60"
"8771",8771,36,"36_baad7e60",3,3,"Right_lead",1,1,1.00978981171415,0.00978981171414839,1,0,0.222364316296495,"Female",1,105,"baad7e60"
"8772",8772,36,"36_baad7e60",2,2,"Right_lead",1,1,0.90661513105816,-0.0933848689418401,-1,1,0.211588792634265,"Female",0,106,"baad7e60"
"8774",8774,36,"36_baad7e60",1,1,"Right_lead",1,1,0.95327357746249,-0.0467264225375097,-1,0,0.217673607230255,"Female",0,108,"baad7e60"
"8791",8791,36,"36_baad7e60",-4,4,"Right_lead",1,1,1.01678376363952,0.0167837636395203,-1,0,0.206988780885336,"Female",0,123,"baad7e60"
"8798",8798,36,"36_baad7e60",-4,4,"Right_lead",1,1,1.02580637920803,0.0258063792080279,-1,0,0.151346105774419,"Female",0,15,"baad7e60"
"8805",8805,36,"36_baad7e60",1,1,"Right_lead",1,1,1.10216164921905,0.102161649219046,2,0,0.151954663488103,"Female",1,21,"baad7e60"
"8813",8813,36,"36_baad7e60",-1,1,"Right_lead",1,1,1.10333165215982,0.10333165215982,-2,0,0.119047170905572,"Female",0,29,"baad7e60"
"8817",8817,36,"36_baad7e60",2,2,"Right_lead",1,1,1.00786608129583,0.00786608129582644,1,0,0.114903758062939,"Female",1,32,"baad7e60"
"8823",8823,36,"36_baad7e60",-2,2,"Right_lead",1,1,0.981799232267062,-0.0182007677329379,-1,1,0.175336502328915,"Female",0,38,"baad7e60"
"8829",8829,36,"36_baad7e60",-3,3,"Right_lead",1,1,1.25086133599514,0.250861335995135,-1,0,0.167840558630939,"Female",0,43,"baad7e60"
"8835",8835,36,"36_baad7e60",-4,4,"Right_lead",1,1,1.28227389166502,0.282273891665025,-1,1,0.140612356772554,"Female",0,49,"baad7e60"
"8839",8839,36,"36_baad7e60",4,4,"Right_lead",1,1,1.08093855592885,0.0809385559288478,-1,0,0.1257025619482,"Female",0,52,"baad7e60"
"8848",8848,36,"36_baad7e60",4,4,"Right_lead",1,1,1.00950101802654,0.00950101802653558,1,0,0.150858742624413,"Female",1,60,"baad7e60"
"8849",8849,36,"36_baad7e60",-4,4,"Right_lead",1,1,1.08230868963326,0.0823086896332579,-1,0,0.155461393467437,"Female",0,61,"baad7e60"
"8854",8854,36,"36_baad7e60",-4,4,"Right_lead",1,1,1.35607163611593,0.35607163611593,-2,0,0.15439093464551,"Female",0,66,"baad7e60"
"8856",8856,36,"36_baad7e60",3,3,"Right_lead",1,1,1.38172315082265,0.381723150822648,-1,0,0.159770052287249,"Female",0,68,"baad7e60"
"8862",8862,36,"36_baad7e60",-4,4,"Right_lead",1,1,1.13280153434703,0.132801534347031,-1,1,0.17944190710751,"Female",0,73,"baad7e60"
"8865",8865,36,"36_baad7e60",-3,3,"Right_lead",1,1,0.994711214233386,-0.00528878576661396,1,0,0.180672008242364,"Female",1,76,"baad7e60"
"8870",8870,36,"36_baad7e60",-4,4,"Right_lead",1,1,1.09818284673602,0.0981828467360208,-1,1,0.184874929324032,"Female",0,80,"baad7e60"
"8874",8874,36,"36_baad7e60",-1,1,"Right_lead",1,1,0.921353666065707,-0.078646333934293,-1,1,0.151466182189852,"Female",0,84,"baad7e60"
"8877",8877,36,"36_baad7e60",-1,1,"Right_lead",1,1,1.08950237973519,0.0895023797351864,-1,0,0.190422609608009,"Female",0,87,"baad7e60"
"8881",8881,36,"36_baad7e60",-1,1,"Right_lead",1,1,1.20487512430049,0.20487512430049,-1,0,0.191200141270088,"Female",0,90,"baad7e60"
"8884",8884,36,"36_baad7e60",-1,1,"Right_lead",1,1,0.983121167941032,-0.0168788320589679,-1,1,0.197455448965101,"Female",0,93,"baad7e60"
"8887",8887,36,"36_baad7e60",-1,1,"Right_lead",1,1,0.901935005830994,-0.0980649941690063,-1,1,0.210599767231791,"Female",0,96,"baad7e60"
"8888",8888,36,"36_baad7e60",-2,2,"Right_lead",1,1,0.975572434389847,-0.0244275656101535,-2,0,0.207771968310944,"Female",0,97,"baad7e60"
"8889",8889,36,"36_baad7e60",3,3,"Right_lead",1,1,0.960676635480193,-0.0393233645198073,-1,1,0.212605494016701,"Female",0,98,"baad7e60"
"8890",8890,36,"36_baad7e60",-4,4,"Right_lead",1,1,0.995634325274346,-0.00436567472565375,-1,1,0.214141224363193,"Female",0,99,"baad7e60"
"8892",8892,37,"37_ddb522c5",1,1,"Right_lead",0,0,0.705500314589419,-0.294499685410581,-3,1,0.0934019880744065,"Male",0,10,"ddb522c5"
"8894",8894,37,"37_ddb522c5",1,1,"Right_lead",0,0,0.998858639389851,-0.00114136061014858,-1,1,0.202715828775443,"Male",0,101,"ddb522c5"
"8898",8898,37,"37_ddb522c5",2,2,"Right_lead",0,0,0.872781750836978,-0.127218249163022,-1,1,0.207709165475105,"Male",0,105,"ddb522c5"
"8904",8904,37,"37_ddb522c5",3,3,"Right_lead",0,0,0.895044896437784,-0.104955103562216,1,1,0.193532610128053,"Male",1,110,"ddb522c5"
"8905",8905,37,"37_ddb522c5",-1,1,"Right_lead",0,0,0.917966974992403,-0.0820330250075966,-1,1,0.181295863894974,"Male",0,111,"ddb522c5"
"8915",8915,37,"37_ddb522c5",1,1,"Right_lead",0,0,0.971629141713333,-0.028370858286667,-1,1,0.192191964014274,"Male",0,120,"ddb522c5"
"8926",8926,37,"37_ddb522c5",-2,2,"Right_lead",0,0,0.840621758803587,-0.159378241196413,2,1,0.148405214491927,"Male",1,16,"ddb522c5"
"8942",8942,37,"37_ddb522c5",-1,1,"Right_lead",0,0,0.758071858872833,-0.241928141127167,2,1,0.102637348678656,"Male",1,30,"ddb522c5"
"8949",8949,37,"37_ddb522c5",-1,1,"Right_lead",0,0,0.906213372301885,-0.0937866276981151,1,1,0.141256166962656,"Male",1,37,"ddb522c5"
"8953",8953,37,"37_ddb522c5",3,3,"Right_lead",0,0,0.997794983221321,-0.00220501677867879,1,1,0.170594394541223,"Male",1,40,"ddb522c5"
"8960",8960,37,"37_ddb522c5",1,1,"Right_lead",0,0,0.982590838825789,-0.0174091611742112,-1,1,0.159767988125156,"Male",0,47,"ddb522c5"
"8964",8964,37,"37_ddb522c5",1,1,"Right_lead",0,0,0.949571657140704,-0.0504283428592956,-3,0,0.145219776054095,"Male",0,50,"ddb522c5"
"8966",8966,37,"37_ddb522c5",3,3,"Right_lead",0,0,0.887643411941619,-0.112356588058381,-2,1,0.108704363368783,"Male",0,52,"ddb522c5"
"8967",8967,37,"37_ddb522c5",-4,4,"Right_lead",0,0,0.903188503704069,-0.0968114962959306,-2,1,0.107739583453231,"Male",0,53,"ddb522c5"
"8970",8970,37,"37_ddb522c5",3,3,"Right_lead",0,0,0.756775853444626,-0.243224146555374,-1,1,0.10455010575999,"Male",0,56,"ddb522c5"
"8981",8981,37,"37_ddb522c5",-3,3,"Right_lead",0,0,0.916183183677725,-0.0838168163222751,2,1,0.135880337737778,"Male",1,66,"ddb522c5"
"8987",8987,37,"37_ddb522c5",-3,3,"Right_lead",0,0,0.967380494867592,-0.0326195051324077,-2,1,0.151401558262759,"Male",0,71,"ddb522c5"
"8989",8989,37,"37_ddb522c5",2,2,"Right_lead",0,0,0.926850607059669,-0.0731493929403308,-1,1,0.14708585425857,"Male",0,73,"ddb522c5"
"9003",9003,37,"37_ddb522c5",3,3,"Right_lead",0,0,0.915807528969602,-0.0841924710303983,-1,1,0.161611273397216,"Male",0,86,"ddb522c5"
"9005",9005,37,"37_ddb522c5",-2,2,"Right_lead",0,0,0.996449144567035,-0.00355085543296529,-1,1,0.175056872880024,"Male",0,88,"ddb522c5"
"9006",9006,37,"37_ddb522c5",-1,1,"Right_lead",0,0,0.982975307995381,-0.017024692004619,2,0,0.181566372448619,"Male",1,89,"ddb522c5"
"9009",9009,37,"37_ddb522c5",4,4,"Right_lead",0,0,0.924897941391684,-0.0751020586083162,-1,1,0.163571667784728,"Male",0,91,"ddb522c5"
"9020",9020,38,"38_f8ae96a0",2,2,"Right_lead",1,1,0.891796026675636,-0.108203973324364,-1,1,0.197614057383176,"Female",0,100,"f8ae96a0"
"9021",9021,38,"38_f8ae96a0",-1,1,"Right_lead",1,1,0.800435546893472,-0.199564453106528,1,1,0.183172405447879,"Female",1,101,"f8ae96a0"
"9026",9026,38,"38_f8ae96a0",2,2,"Right_lead",1,1,1.06459572215418,0.0645957221541829,1,0,0.241092473032697,"Female",1,106,"f8ae96a0"
"9028",9028,38,"38_f8ae96a0",1,1,"Right_lead",1,1,1.03585960990825,0.0358596099082504,1,1,0.224012407864356,"Female",1,108,"f8ae96a0"
"9039",9039,38,"38_f8ae96a0",3,3,"Right_lead",1,1,1.05444973195103,0.054449731951034,2,1,0.181505107686183,"Female",1,118,"f8ae96a0"
"9053",9053,38,"38_f8ae96a0",3,3,"Right_lead",1,1,0.990557650559833,-0.00944234944016675,1,1,0.129780006282576,"Female",1,16,"f8ae96a0"
"9054",9054,38,"38_f8ae96a0",-2,2,"Right_lead",1,1,1.0819670587005,0.081967058700503,1,0,0.119955773446988,"Female",1,17,"f8ae96a0"
"9076",9076,38,"38_f8ae96a0",-1,1,"Right_lead",1,1,0.988353628125632,-0.0116463718743679,1,0,0.158702387716646,"Female",1,37,"f8ae96a0"
"9077",9077,38,"38_f8ae96a0",-1,1,"Right_lead",1,1,0.975092214613295,-0.024907785386705,1,1,0.184842530842645,"Female",1,38,"f8ae96a0"
"9083",9083,38,"38_f8ae96a0",-3,3,"Right_lead",1,1,1.21630574953849,0.216305749538492,-1,0,0.223494519837179,"Female",0,43,"f8ae96a0"
"9097",9097,38,"38_f8ae96a0",2,2,"Right_lead",1,1,1.15666970454317,0.156669704543169,1,0,0.166000789418218,"Female",1,56,"f8ae96a0"
"9103",9103,38,"38_f8ae96a0",2,2,"Right_lead",1,1,1.07081253142177,0.0708125314217729,2,0,0.180106029720419,"Female",1,61,"f8ae96a0"
"9106",9106,38,"38_f8ae96a0",-2,2,"Right_lead",1,1,0.865189038515423,-0.134810961484577,2,0,0.201028046149747,"Female",1,64,"f8ae96a0"
"9107",9107,38,"38_f8ae96a0",1,1,"Right_lead",1,1,0.865209474699299,-0.134790525300701,-1,1,0.178920336945575,"Female",0,65,"f8ae96a0"
"9113",9113,38,"38_f8ae96a0",2,2,"Right_lead",1,1,1.10687620433517,0.106876204335171,1,1,0.169681367240481,"Female",1,70,"f8ae96a0"
"9115",9115,38,"38_f8ae96a0",4,4,"Right_lead",1,1,1.28355814808669,0.283558148086695,1,1,0.204082263684971,"Female",1,72,"f8ae96a0"
"9121",9121,38,"38_f8ae96a0",2,2,"Right_lead",1,1,1.09724986760872,0.097249867608721,2,1,0.200908216114057,"Female",1,78,"f8ae96a0"
"9128",9128,38,"38_f8ae96a0",4,4,"Right_lead",1,1,1.24546232822089,0.245462328220885,1,0,0.18971126219106,"Female",1,84,"f8ae96a0"
"9137",9137,38,"38_f8ae96a0",-2,2,"Right_lead",1,1,0.973756613944937,-0.0262433860550634,-1,0,0.165939887690814,"Female",0,92,"f8ae96a0"
"9140",9140,38,"38_f8ae96a0",-2,2,"Right_lead",1,1,0.989252756419245,-0.0107472435807545,1,0,0.199764093996425,"Female",1,95,"f8ae96a0"
"9141",9141,38,"38_f8ae96a0",-4,4,"Right_lead",1,1,1.04817879674041,0.0481787967404148,1,1,0.22399296747328,"Female",1,96,"f8ae96a0"
"9147",9147,39,"39_d57ebb64",-3,3,"Right_lead",1,0,1.16667703720062,0.166677037200622,-1,0,0.21430906146536,"Female",0,100,"d57ebb64"
"9156",9156,39,"39_d57ebb64",3,3,"Right_lead",1,0,0.98931028054267,-0.0106897194573299,-1,1,0.222022538507644,"Female",0,109,"d57ebb64"
"9163",9163,39,"39_d57ebb64",-4,4,"Right_lead",1,0,0.966532682678056,-0.0334673173219442,-1,0,0.170043782265296,"Female",0,115,"d57ebb64"
"9168",9168,39,"39_d57ebb64",1,1,"Right_lead",1,0,0.543763225183653,-0.456236774816347,-1,1,0.0992522375550173,"Female",0,12,"d57ebb64"
"9169",9169,39,"39_d57ebb64",-4,4,"Right_lead",1,0,1.1181435163538,0.118143516353804,-1,1,0.2133771458399,"Female",0,120,"d57ebb64"
"9177",9177,39,"39_d57ebb64",-3,3,"Right_lead",1,0,0.547556800223999,-0.452443199776001,-1,1,0.106573744033434,"Female",0,13,"d57ebb64"
"9181",9181,39,"39_d57ebb64",2,2,"Right_lead",1,0,0.6267010737175,-0.3732989262825,-1,1,0.0932739322793724,"Female",0,17,"d57ebb64"
"9182",9182,39,"39_d57ebb64",-3,3,"Right_lead",1,0,0.723770906597316,-0.276229093402684,-1,1,0.106403984588181,"Female",0,18,"d57ebb64"
"9189",9189,39,"39_d57ebb64",-1,1,"Right_lead",1,0,1.05976638039979,0.0597663803997939,-1,1,0.226735233543557,"Female",0,24,"d57ebb64"
"9198",9198,39,"39_d57ebb64",1,1,"Right_lead",1,0,1.07029071809769,0.0702907180976913,-1,1,0.124262503643946,"Female",0,32,"d57ebb64"
"9205",9205,39,"39_d57ebb64",-2,2,"Right_lead",1,0,1.16064520144589,0.160645201445886,-1,1,0.209714962538168,"Female",0,39,"d57ebb64"
"9207",9207,39,"39_d57ebb64",2,2,"Right_lead",1,0,1.23256971978641,0.232569719786414,-1,0,0.223675721364281,"Female",0,40,"d57ebb64"
"9208",9208,39,"39_d57ebb64",2,2,"Right_lead",1,0,0.829149254798044,-0.170850745201956,-1,0,0.171624905958202,"Female",0,41,"d57ebb64"
"9212",9212,39,"39_d57ebb64",-1,1,"Right_lead",1,0,0.973862120186043,-0.0261378798139565,2,1,0.200486953815724,"Female",1,45,"d57ebb64"
"9216",9216,39,"39_d57ebb64",-4,4,"Right_lead",1,0,0.99614043478663,-0.00385956521336983,-1,0,0.124172787895084,"Female",0,49,"d57ebb64"
